CustomerKey,churn_status
564321,"Potential Loyalist"
564341,One-Hit-Wonder
564676,Loyalist
564709,Loyalist
564970,"Potential Loyalist"
565369,Loyalist
565489,Loyalist
565589,One-Hit-Wonder
565683,"Potential Loyalist"
565690,"Potential Loyalist"
565707,Loyalist
565776,Loyalist
565827,"Potential Loyalist"
566172,"Potential Loyalist"
566319,"Potential Loyalist"
566465,"Potential Loyalist"
566538,One-Hit-Wonder
566552,One-Hit-Wonder
566856,One-Hit-Wonder
567032,Loyalist
567059,Loyalist
567076,Loyalist
567108,"Potential Loyalist"
567521,Loyalist
567932,Loyalist
567953,One-Hit-Wonder
568043,One-Hit-Wonder
568160,"Potential Loyalist"
568333,"Potential Loyalist"
568959,One-Hit-Wonder
569079,"Potential Loyalist"
569256,One-Hit-Wonder
569283,One-Hit-Wonder
569695,One-Hit-Wonder
569853,"Potential Loyalist"
569989,One-Hit-Wonder
570046,"Potential Loyalist"
570146,One-Hit-Wonder
570476,Loyalist
570530,"Potential Loyalist"
570710,One-Hit-Wonder
570797,One-Hit-Wonder
570994,One-Hit-Wonder
571117,One-Hit-Wonder
571187,Loyalist
571339,Loyalist
571454,"Potential Loyalist"
571622,Loyalist
571853,"Potential Loyalist"
572163,One-Hit-Wonder
572339,One-Hit-Wonder
572803,One-Hit-Wonder
572998,One-Hit-Wonder
573465,"Potential Loyalist"
573969,One-Hit-Wonder
574056,One-Hit-Wonder
574104,One-Hit-Wonder
574109,One-Hit-Wonder
574327,Loyalist
574408,One-Hit-Wonder
574445,"Potential Loyalist"
574566,Loyalist
574579,One-Hit-Wonder
574956,One-Hit-Wonder
574975,"Potential Loyalist"
575184,"Potential Loyalist"
575230,One-Hit-Wonder
575362,"Potential Loyalist"
575507,Loyalist
576875,Loyalist
576913,One-Hit-Wonder
577141,Loyalist
577143,Loyalist
577183,One-Hit-Wonder
577201,Loyalist
577280,"Potential Loyalist"
577367,"Potential Loyalist"
578075,One-Hit-Wonder
578407,Loyalist
578608,One-Hit-Wonder
578764,Loyalist
578888,Loyalist
579037,Loyalist
579165,Loyalist
579195,Loyalist
579293,"Potential Loyalist"
579330,Loyalist
579463,One-Hit-Wonder
579567,Loyalist
579674,One-Hit-Wonder
579757,"Potential Loyalist"
579875,"Potential Loyalist"
579994,Loyalist
580026,"Potential Loyalist"
580116,"Potential Loyalist"
580291,Loyalist
580536,One-Hit-Wonder
580600,One-Hit-Wonder
580710,Loyalist
580881,Loyalist
581047,Loyalist
581252,One-Hit-Wonder
581404,Loyalist
581757,"Potential Loyalist"
581789,Loyalist
581812,One-Hit-Wonder
581940,One-Hit-Wonder
582375,"Potential Loyalist"
582423,"Potential Loyalist"
582819,One-Hit-Wonder
582917,"Potential Loyalist"
582975,"Potential Loyalist"
583424,One-Hit-Wonder
583886,One-Hit-Wonder
584064,One-Hit-Wonder
584095,Loyalist
584186,One-Hit-Wonder
584350,One-Hit-Wonder
584429,One-Hit-Wonder
584463,"Potential Loyalist"
584719,"Potential Loyalist"
584796,One-Hit-Wonder
584827,"Potential Loyalist"
584863,"Potential Loyalist"
584893,One-Hit-Wonder
584901,"Potential Loyalist"
585202,One-Hit-Wonder
585492,"Potential Loyalist"
585500,"Potential Loyalist"
585505,One-Hit-Wonder
585598,Loyalist
585610,Loyalist
585968,"Potential Loyalist"
586005,One-Hit-Wonder
586087,"Potential Loyalist"
586218,Loyalist
586442,One-Hit-Wonder
586687,Loyalist
587457,One-Hit-Wonder
587501,One-Hit-Wonder
587649,Loyalist
587703,One-Hit-Wonder
587974,One-Hit-Wonder
588045,Loyalist
588090,One-Hit-Wonder
588122,One-Hit-Wonder
588221,Loyalist
588584,One-Hit-Wonder
588654,Loyalist
588748,One-Hit-Wonder
589882,One-Hit-Wonder
589984,"Potential Loyalist"
590232,One-Hit-Wonder
590386,One-Hit-Wonder
590749,One-Hit-Wonder
590793,One-Hit-Wonder
590930,Loyalist
590943,One-Hit-Wonder
590960,Loyalist
591028,One-Hit-Wonder
591240,Loyalist
591374,Loyalist
591678,Loyalist
592147,Loyalist
593068,One-Hit-Wonder
593404,"Potential Loyalist"
593774,One-Hit-Wonder
593904,Loyalist
594060,One-Hit-Wonder
594127,"Potential Loyalist"
594401,One-Hit-Wonder
594507,"Potential Loyalist"
594570,One-Hit-Wonder
594645,"Potential Loyalist"
594796,"Potential Loyalist"
594800,Loyalist
595017,One-Hit-Wonder
595267,"Potential Loyalist"
595271,Loyalist
595540,Loyalist
595856,One-Hit-Wonder
595971,One-Hit-Wonder
596106,"Potential Loyalist"
596325,One-Hit-Wonder
596422,"Potential Loyalist"
596705,Loyalist
596820,One-Hit-Wonder
597051,One-Hit-Wonder
597262,Loyalist
598323,Loyalist
598454,Loyalist
598482,"Potential Loyalist"
598788,One-Hit-Wonder
599044,Loyalist
599105,Loyalist
599141,Loyalist
599203,One-Hit-Wonder
599339,One-Hit-Wonder
599433,"Potential Loyalist"
599656,Loyalist
599823,"Potential Loyalist"
600354,One-Hit-Wonder
600524,"Potential Loyalist"
600597,One-Hit-Wonder
600979,One-Hit-Wonder
601099,"Potential Loyalist"
601173,One-Hit-Wonder
601654,One-Hit-Wonder
601806,"Potential Loyalist"
601837,"Potential Loyalist"
601921,One-Hit-Wonder
602239,One-Hit-Wonder
602244,"Potential Loyalist"
602720,"Potential Loyalist"
603634,"Potential Loyalist"
604415,"Potential Loyalist"
604553,"Potential Loyalist"
604733,One-Hit-Wonder
605306,"Potential Loyalist"
605471,One-Hit-Wonder
605532,One-Hit-Wonder
605605,One-Hit-Wonder
605797,"Potential Loyalist"
606402,One-Hit-Wonder
606749,One-Hit-Wonder
606808,One-Hit-Wonder
607356,Loyalist
607598,Loyalist
607615,One-Hit-Wonder
607841,"Potential Loyalist"
607852,Loyalist
607949,One-Hit-Wonder
608441,One-Hit-Wonder
608461,Loyalist
608788,"Potential Loyalist"
608829,One-Hit-Wonder
608957,"Potential Loyalist"
609198,One-Hit-Wonder
609259,One-Hit-Wonder
609499,One-Hit-Wonder
609680,One-Hit-Wonder
609715,Loyalist
610088,One-Hit-Wonder
610146,One-Hit-Wonder
610264,Loyalist
610431,"Potential Loyalist"
610468,"Potential Loyalist"
610596,"Potential Loyalist"
610602,One-Hit-Wonder
610697,One-Hit-Wonder
610968,One-Hit-Wonder
611198,One-Hit-Wonder
611213,One-Hit-Wonder
611310,One-Hit-Wonder
611367,One-Hit-Wonder
611635,"Potential Loyalist"
612329,One-Hit-Wonder
613382,One-Hit-Wonder
613510,One-Hit-Wonder
613639,"Potential Loyalist"
613693,One-Hit-Wonder
614234,Loyalist
614937,"Potential Loyalist"
615131,One-Hit-Wonder
615362,"Potential Loyalist"
615603,One-Hit-Wonder
615726,One-Hit-Wonder
615834,One-Hit-Wonder
616214,One-Hit-Wonder
616327,Loyalist
616346,Loyalist
616537,One-Hit-Wonder
616656,"Potential Loyalist"
616775,One-Hit-Wonder
616828,One-Hit-Wonder
616956,One-Hit-Wonder
617656,One-Hit-Wonder
618287,Loyalist
618556,One-Hit-Wonder
618809,One-Hit-Wonder
619018,Loyalist
619130,"Potential Loyalist"
619242,One-Hit-Wonder
619428,Loyalist
619459,One-Hit-Wonder
619712,One-Hit-Wonder
619863,One-Hit-Wonder
620075,One-Hit-Wonder
620099,One-Hit-Wonder
620489,One-Hit-Wonder
620797,One-Hit-Wonder
620894,One-Hit-Wonder
621610,Loyalist
622003,"Potential Loyalist"
622011,One-Hit-Wonder
622253,"Potential Loyalist"
622267,One-Hit-Wonder
622276,"Potential Loyalist"
622483,"Potential Loyalist"
622606,"Potential Loyalist"
622740,Loyalist
622786,One-Hit-Wonder
623004,"Potential Loyalist"
623021,One-Hit-Wonder
623181,"Potential Loyalist"
623186,One-Hit-Wonder
623241,One-Hit-Wonder
623256,One-Hit-Wonder
623323,One-Hit-Wonder
623659,Loyalist
623892,"Potential Loyalist"
624165,Loyalist
624293,Loyalist
624392,One-Hit-Wonder
624622,"Potential Loyalist"
624742,Loyalist
624813,One-Hit-Wonder
625005,"Potential Loyalist"
625297,One-Hit-Wonder
625370,One-Hit-Wonder
625495,One-Hit-Wonder
625689,One-Hit-Wonder
626560,"Potential Loyalist"
626896,One-Hit-Wonder
626983,Loyalist
627006,One-Hit-Wonder
627190,One-Hit-Wonder
627709,One-Hit-Wonder
627789,One-Hit-Wonder
627901,"Potential Loyalist"
627996,One-Hit-Wonder
628139,One-Hit-Wonder
628245,One-Hit-Wonder
628320,One-Hit-Wonder
629074,One-Hit-Wonder
629413,One-Hit-Wonder
629572,One-Hit-Wonder
629819,One-Hit-Wonder
630481,One-Hit-Wonder
631471,One-Hit-Wonder
631500,One-Hit-Wonder
631557,One-Hit-Wonder
631580,Loyalist
631631,One-Hit-Wonder
632425,Loyalist
632482,One-Hit-Wonder
632575,One-Hit-Wonder
632752,Loyalist
633008,One-Hit-Wonder
633033,One-Hit-Wonder
633039,One-Hit-Wonder
633269,One-Hit-Wonder
633328,"Potential Loyalist"
633348,"Potential Loyalist"
633448,"Potential Loyalist"
633593,"Potential Loyalist"
633649,One-Hit-Wonder
633846,"Potential Loyalist"
633904,"Potential Loyalist"
634317,Loyalist
634686,"Potential Loyalist"
634713,One-Hit-Wonder
634965,One-Hit-Wonder
635391,One-Hit-Wonder
635546,One-Hit-Wonder
635766,"Potential Loyalist"
636035,One-Hit-Wonder
636256,One-Hit-Wonder
636266,One-Hit-Wonder
636431,One-Hit-Wonder
636729,One-Hit-Wonder
637629,One-Hit-Wonder
637682,One-Hit-Wonder
637759,"Potential Loyalist"
637824,One-Hit-Wonder
637976,One-Hit-Wonder
638156,One-Hit-Wonder
638172,One-Hit-Wonder
638283,One-Hit-Wonder
638569,One-Hit-Wonder
638652,One-Hit-Wonder
638661,"Potential Loyalist"
638759,One-Hit-Wonder
639067,"Potential Loyalist"
639072,"Potential Loyalist"
639433,Loyalist
639665,One-Hit-Wonder
639758,One-Hit-Wonder
639839,One-Hit-Wonder
639966,"Potential Loyalist"
640942,One-Hit-Wonder
641275,One-Hit-Wonder
641659,One-Hit-Wonder
641841,One-Hit-Wonder
641997,One-Hit-Wonder
642418,"Potential Loyalist"
642546,Loyalist
642856,One-Hit-Wonder
643159,One-Hit-Wonder
643186,One-Hit-Wonder
643248,One-Hit-Wonder
643461,One-Hit-Wonder
643526,One-Hit-Wonder
643597,"Potential Loyalist"
643624,One-Hit-Wonder
643628,One-Hit-Wonder
643711,One-Hit-Wonder
644237,One-Hit-Wonder
644560,One-Hit-Wonder
644729,Loyalist
644763,Loyalist
644807,One-Hit-Wonder
644830,One-Hit-Wonder
645350,One-Hit-Wonder
645472,"Potential Loyalist"
645487,One-Hit-Wonder
645495,"Potential Loyalist"
646010,Loyalist
646248,One-Hit-Wonder
646341,One-Hit-Wonder
646871,Loyalist
647019,One-Hit-Wonder
647154,"Potential Loyalist"
647509,One-Hit-Wonder
647622,"Potential Loyalist"
647665,One-Hit-Wonder
647743,"Potential Loyalist"
648080,One-Hit-Wonder
648385,"Potential Loyalist"
648749,One-Hit-Wonder
648856,One-Hit-Wonder
648966,"Potential Loyalist"
649018,One-Hit-Wonder
649267,One-Hit-Wonder
649370,"Potential Loyalist"
650219,One-Hit-Wonder
650854,One-Hit-Wonder
650898,"Potential Loyalist"
651347,One-Hit-Wonder
651518,One-Hit-Wonder
651767,One-Hit-Wonder
652486,One-Hit-Wonder
652496,One-Hit-Wonder
652732,One-Hit-Wonder
652959,One-Hit-Wonder
653188,Loyalist
654027,One-Hit-Wonder
654092,One-Hit-Wonder
654459,Loyalist
654485,Loyalist
654572,One-Hit-Wonder
655010,One-Hit-Wonder
655495,One-Hit-Wonder
655922,One-Hit-Wonder
655976,"Potential Loyalist"
656319,One-Hit-Wonder
656353,Loyalist
656387,"Potential Loyalist"
656633,"Potential Loyalist"
656637,One-Hit-Wonder
657271,One-Hit-Wonder
657671,One-Hit-Wonder
657787,One-Hit-Wonder
658305,One-Hit-Wonder
658552,"Potential Loyalist"
658701,One-Hit-Wonder
658759,One-Hit-Wonder
658900,Loyalist
658999,One-Hit-Wonder
659008,"Potential Loyalist"
659211,"Potential Loyalist"
659827,Loyalist
659962,Loyalist
660232,Loyalist
660319,"Potential Loyalist"
660527,Loyalist
660924,Loyalist
660940,Loyalist
661206,One-Hit-Wonder
661265,One-Hit-Wonder
661295,"Potential Loyalist"
661453,One-Hit-Wonder
661620,One-Hit-Wonder
661636,"Potential Loyalist"
662154,"Potential Loyalist"
662571,"Potential Loyalist"
662638,One-Hit-Wonder
662960,"Potential Loyalist"
663278,"Potential Loyalist"
663778,One-Hit-Wonder
663849,One-Hit-Wonder
664411,One-Hit-Wonder
664438,One-Hit-Wonder
664687,One-Hit-Wonder
664762,One-Hit-Wonder
665370,Loyalist
665472,One-Hit-Wonder
665776,One-Hit-Wonder
666173,Loyalist
666608,One-Hit-Wonder
666716,"Potential Loyalist"
666979,"Potential Loyalist"
666994,One-Hit-Wonder
667014,"Potential Loyalist"
667318,One-Hit-Wonder
667393,Loyalist
667669,One-Hit-Wonder
667725,"Potential Loyalist"
667919,"Potential Loyalist"
668117,Loyalist
668140,One-Hit-Wonder
668236,One-Hit-Wonder
668660,"Potential Loyalist"
668718,One-Hit-Wonder
669715,"Potential Loyalist"
670000,One-Hit-Wonder
670143,One-Hit-Wonder
670551,One-Hit-Wonder
670666,One-Hit-Wonder
670977,"Potential Loyalist"
671129,One-Hit-Wonder
671305,One-Hit-Wonder
671569,One-Hit-Wonder
672129,One-Hit-Wonder
672139,Loyalist
672148,"Potential Loyalist"
672150,One-Hit-Wonder
672326,"Potential Loyalist"
672584,"Potential Loyalist"
672896,Loyalist
673346,"Potential Loyalist"
673348,"Potential Loyalist"
674424,One-Hit-Wonder
674468,"Potential Loyalist"
674569,"Potential Loyalist"
674984,"Potential Loyalist"
675240,"Potential Loyalist"
675324,One-Hit-Wonder
675600,One-Hit-Wonder
675714,One-Hit-Wonder
676036,One-Hit-Wonder
676059,"Potential Loyalist"
676146,One-Hit-Wonder
676383,One-Hit-Wonder
676423,One-Hit-Wonder
676732,One-Hit-Wonder
677564,One-Hit-Wonder
678055,Loyalist
678665,"Potential Loyalist"
678808,One-Hit-Wonder
678886,One-Hit-Wonder
678925,Loyalist
679190,One-Hit-Wonder
679405,One-Hit-Wonder
679886,"Potential Loyalist"
680259,Loyalist
680268,One-Hit-Wonder
680422,"Potential Loyalist"
680779,One-Hit-Wonder
680858,"Potential Loyalist"
681072,Loyalist
681493,One-Hit-Wonder
681898,"Potential Loyalist"
682276,One-Hit-Wonder
682544,"Potential Loyalist"
682759,One-Hit-Wonder
683209,One-Hit-Wonder
683751,"Potential Loyalist"
683827,"Potential Loyalist"
684027,One-Hit-Wonder
684747,Loyalist
684862,One-Hit-Wonder
685356,One-Hit-Wonder
685457,One-Hit-Wonder
685916,"Potential Loyalist"
686082,One-Hit-Wonder
686119,One-Hit-Wonder
686451,One-Hit-Wonder
686625,Loyalist
686657,One-Hit-Wonder
686677,"Potential Loyalist"
686739,One-Hit-Wonder
686760,"Potential Loyalist"
687250,"Potential Loyalist"
687324,"Potential Loyalist"
687377,One-Hit-Wonder
687812,One-Hit-Wonder
688148,"Potential Loyalist"
688222,One-Hit-Wonder
689013,Loyalist
689695,Loyalist
690042,Loyalist
690102,Loyalist
690190,"Potential Loyalist"
690253,One-Hit-Wonder
690270,One-Hit-Wonder
691420,"Potential Loyalist"
691863,"Potential Loyalist"
692231,One-Hit-Wonder
692257,One-Hit-Wonder
692328,"Potential Loyalist"
692519,One-Hit-Wonder
692544,Loyalist
692591,"Potential Loyalist"
692661,One-Hit-Wonder
692856,One-Hit-Wonder
692928,One-Hit-Wonder
693285,One-Hit-Wonder
693417,One-Hit-Wonder
693644,"Potential Loyalist"
693684,One-Hit-Wonder
693870,One-Hit-Wonder
693900,"Potential Loyalist"
693988,One-Hit-Wonder
694125,One-Hit-Wonder
694539,One-Hit-Wonder
694742,One-Hit-Wonder
695043,Loyalist
695272,"Potential Loyalist"
695433,"Potential Loyalist"
695498,One-Hit-Wonder
695534,One-Hit-Wonder
695540,"Potential Loyalist"
695718,One-Hit-Wonder
696397,One-Hit-Wonder
696759,One-Hit-Wonder
696791,One-Hit-Wonder
696874,One-Hit-Wonder
696960,One-Hit-Wonder
697182,One-Hit-Wonder
697365,One-Hit-Wonder
698196,"Potential Loyalist"
698421,One-Hit-Wonder
698533,One-Hit-Wonder
698624,"Potential Loyalist"
698703,"Potential Loyalist"
698960,One-Hit-Wonder
699820,One-Hit-Wonder
699830,"Potential Loyalist"
700308,One-Hit-Wonder
700354,Loyalist
700619,"Potential Loyalist"
700909,One-Hit-Wonder
701241,One-Hit-Wonder
701397,Loyalist
701474,"Potential Loyalist"
701625,Loyalist
701698,"Potential Loyalist"
701706,One-Hit-Wonder
702273,One-Hit-Wonder
702340,Loyalist
702544,"Potential Loyalist"
702870,Loyalist
703000,Loyalist
703212,"Potential Loyalist"
703247,One-Hit-Wonder
703705,One-Hit-Wonder
703716,One-Hit-Wonder
703936,Loyalist
703938,Loyalist
704350,One-Hit-Wonder
704565,Loyalist
705074,One-Hit-Wonder
705717,One-Hit-Wonder
706108,One-Hit-Wonder
706132,"Potential Loyalist"
706542,One-Hit-Wonder
706638,One-Hit-Wonder
706651,One-Hit-Wonder
706792,One-Hit-Wonder
706898,One-Hit-Wonder
706964,"Potential Loyalist"
707089,One-Hit-Wonder
707360,One-Hit-Wonder
707559,One-Hit-Wonder
707750,"Potential Loyalist"
707884,One-Hit-Wonder
708076,Loyalist
708182,One-Hit-Wonder
708260,"Potential Loyalist"
708287,"Potential Loyalist"
708460,One-Hit-Wonder
708522,Loyalist
708914,One-Hit-Wonder
709049,One-Hit-Wonder
709368,"Potential Loyalist"
709437,One-Hit-Wonder
709485,One-Hit-Wonder
709822,"Potential Loyalist"
709983,One-Hit-Wonder
710058,One-Hit-Wonder
710555,Loyalist
710592,Loyalist
710673,One-Hit-Wonder
710996,"Potential Loyalist"
711038,One-Hit-Wonder
711449,One-Hit-Wonder
711877,"Potential Loyalist"
712403,One-Hit-Wonder
713013,One-Hit-Wonder
713137,One-Hit-Wonder
713185,"Potential Loyalist"
713338,"Potential Loyalist"
713424,Loyalist
713533,"Potential Loyalist"
713687,One-Hit-Wonder
713731,One-Hit-Wonder
714362,"Potential Loyalist"
714400,One-Hit-Wonder
714472,Loyalist
715102,Loyalist
715258,One-Hit-Wonder
715317,One-Hit-Wonder
715379,Loyalist
715406,Loyalist
715599,"Potential Loyalist"
715709,One-Hit-Wonder
715740,One-Hit-Wonder
716015,One-Hit-Wonder
716065,One-Hit-Wonder
716463,One-Hit-Wonder
716491,"Potential Loyalist"
716838,"Potential Loyalist"
716868,One-Hit-Wonder
717000,Loyalist
717070,One-Hit-Wonder
717074,"Potential Loyalist"
717147,"Potential Loyalist"
717325,One-Hit-Wonder
717492,One-Hit-Wonder
717682,Loyalist
718064,One-Hit-Wonder
718151,One-Hit-Wonder
718173,One-Hit-Wonder
718217,"Potential Loyalist"
718462,Loyalist
718811,One-Hit-Wonder
718876,Loyalist
719193,Loyalist
719537,One-Hit-Wonder
719846,Loyalist
719881,One-Hit-Wonder
720281,One-Hit-Wonder
720460,One-Hit-Wonder
720712,"Potential Loyalist"
720913,One-Hit-Wonder
721118,Loyalist
721329,"Potential Loyalist"
721480,One-Hit-Wonder
721654,One-Hit-Wonder
722293,One-Hit-Wonder
722377,One-Hit-Wonder
722428,Loyalist
722794,"Potential Loyalist"
722869,"Potential Loyalist"
722960,"Potential Loyalist"
723572,Loyalist
723850,One-Hit-Wonder
724336,One-Hit-Wonder
724370,Loyalist
724504,Loyalist
724534,Loyalist
724604,"Potential Loyalist"
724641,One-Hit-Wonder
724827,"Potential Loyalist"
724985,One-Hit-Wonder
725349,"Potential Loyalist"
725383,Loyalist
725672,Loyalist
725725,One-Hit-Wonder
725795,Loyalist
725929,One-Hit-Wonder
726123,"Potential Loyalist"
726750,"Potential Loyalist"
726934,One-Hit-Wonder
726955,Loyalist
727060,One-Hit-Wonder
727094,"Potential Loyalist"
727109,Loyalist
727274,"Potential Loyalist"
727285,Loyalist
727770,One-Hit-Wonder
728022,Loyalist
728048,"Potential Loyalist"
728116,"Potential Loyalist"
728312,"Potential Loyalist"
728541,"Potential Loyalist"
728834,Loyalist
728891,One-Hit-Wonder
728967,One-Hit-Wonder
729368,"Potential Loyalist"
729531,"Potential Loyalist"
729681,"Potential Loyalist"
730054,"Potential Loyalist"
730203,Loyalist
730335,Loyalist
730418,One-Hit-Wonder
730530,One-Hit-Wonder
730747,One-Hit-Wonder
730928,One-Hit-Wonder
731381,"Potential Loyalist"
731416,One-Hit-Wonder
731556,Loyalist
732008,Loyalist
732289,One-Hit-Wonder
732580,One-Hit-Wonder
732772,One-Hit-Wonder
733080,One-Hit-Wonder
733862,Loyalist
733915,One-Hit-Wonder
734195,One-Hit-Wonder
734455,Loyalist
734558,One-Hit-Wonder
734605,"Potential Loyalist"
734688,"Potential Loyalist"
734689,"Potential Loyalist"
735046,One-Hit-Wonder
735424,"Potential Loyalist"
735519,One-Hit-Wonder
735657,"Potential Loyalist"
735746,Loyalist
735816,One-Hit-Wonder
735859,One-Hit-Wonder
736272,One-Hit-Wonder
736718,"Potential Loyalist"
737021,One-Hit-Wonder
737166,Loyalist
737216,Loyalist
737327,"Potential Loyalist"
737815,Loyalist
737978,Loyalist
738133,One-Hit-Wonder
738255,One-Hit-Wonder
738305,One-Hit-Wonder
738388,Loyalist
738446,One-Hit-Wonder
738549,Loyalist
738786,One-Hit-Wonder
738874,"Potential Loyalist"
739091,Loyalist
739214,One-Hit-Wonder
739444,"Potential Loyalist"
739625,Loyalist
739922,"Potential Loyalist"
740028,"Potential Loyalist"
740612,One-Hit-Wonder
740875,One-Hit-Wonder
740990,One-Hit-Wonder
741037,Loyalist
741056,One-Hit-Wonder
741257,Loyalist
741381,Loyalist
741665,One-Hit-Wonder
741824,"Potential Loyalist"
742026,One-Hit-Wonder
742886,One-Hit-Wonder
743343,One-Hit-Wonder
743399,Loyalist
743482,"Potential Loyalist"
743546,One-Hit-Wonder
743610,Loyalist
743879,"Potential Loyalist"
744371,One-Hit-Wonder
744459,Loyalist
744512,"Potential Loyalist"
744667,"Potential Loyalist"
744791,"Potential Loyalist"
744822,One-Hit-Wonder
744922,One-Hit-Wonder
745253,"Potential Loyalist"
745462,Loyalist
746112,"Potential Loyalist"
746187,"Potential Loyalist"
746778,"Potential Loyalist"
746817,"Potential Loyalist"
746898,"Potential Loyalist"
747344,One-Hit-Wonder
747526,"Potential Loyalist"
747567,One-Hit-Wonder
747984,"Potential Loyalist"
748190,"Potential Loyalist"
748353,Loyalist
748710,Loyalist
748749,"Potential Loyalist"
748788,"Potential Loyalist"
748823,"Potential Loyalist"
748876,"Potential Loyalist"
749016,Loyalist
749068,"Potential Loyalist"
749261,"Potential Loyalist"
749457,"Potential Loyalist"
750104,"Potential Loyalist"
750139,One-Hit-Wonder
750180,One-Hit-Wonder
750228,One-Hit-Wonder
750677,One-Hit-Wonder
750880,One-Hit-Wonder
751036,"Potential Loyalist"
751446,"Potential Loyalist"
751680,"Potential Loyalist"
751961,One-Hit-Wonder
752186,One-Hit-Wonder
752187,"Potential Loyalist"
752229,One-Hit-Wonder
752396,"Potential Loyalist"
752411,"Potential Loyalist"
753406,One-Hit-Wonder
753461,Loyalist
753796,One-Hit-Wonder
753804,Loyalist
754542,Loyalist
754804,One-Hit-Wonder
754897,One-Hit-Wonder
755042,"Potential Loyalist"
755259,One-Hit-Wonder
755279,One-Hit-Wonder
755367,One-Hit-Wonder
755462,Loyalist
755504,"Potential Loyalist"
755735,Loyalist
755845,Loyalist
756078,One-Hit-Wonder
756093,One-Hit-Wonder
756173,One-Hit-Wonder
756380,One-Hit-Wonder
756402,One-Hit-Wonder
756504,"Potential Loyalist"
757027,"Potential Loyalist"
757031,Loyalist
757547,One-Hit-Wonder
757767,"Potential Loyalist"
758065,One-Hit-Wonder
758280,Loyalist
758321,Loyalist
758494,"Potential Loyalist"
758534,"Potential Loyalist"
758568,One-Hit-Wonder
758863,"Potential Loyalist"
758899,One-Hit-Wonder
759049,One-Hit-Wonder
759132,"Potential Loyalist"
759498,Loyalist
759569,One-Hit-Wonder
759602,One-Hit-Wonder
759633,"Potential Loyalist"
759676,One-Hit-Wonder
759705,"Potential Loyalist"
759874,One-Hit-Wonder
760031,"Potential Loyalist"
760553,"Potential Loyalist"
760816,One-Hit-Wonder
760889,"Potential Loyalist"
760987,Loyalist
761177,Loyalist
761297,Loyalist
761306,Loyalist
761433,Loyalist
761495,Loyalist
761908,Loyalist
761955,One-Hit-Wonder
762108,"Potential Loyalist"
762498,One-Hit-Wonder
762540,One-Hit-Wonder
762585,One-Hit-Wonder
762652,Loyalist
762782,"Potential Loyalist"
762959,Loyalist
763033,Loyalist
763246,One-Hit-Wonder
763336,One-Hit-Wonder
763337,"Potential Loyalist"
763509,One-Hit-Wonder
763573,Loyalist
763597,Loyalist
763606,One-Hit-Wonder
763798,One-Hit-Wonder
764100,One-Hit-Wonder
764618,"Potential Loyalist"
764628,Loyalist
765589,One-Hit-Wonder
765629,One-Hit-Wonder
765879,One-Hit-Wonder
765944,One-Hit-Wonder
765949,Loyalist
766410,One-Hit-Wonder
766452,One-Hit-Wonder
766472,One-Hit-Wonder
766542,One-Hit-Wonder
766566,One-Hit-Wonder
766850,One-Hit-Wonder
768089,One-Hit-Wonder
768197,One-Hit-Wonder
768280,Loyalist
768377,"Potential Loyalist"
768386,One-Hit-Wonder
768430,One-Hit-Wonder
768850,"Potential Loyalist"
768882,Loyalist
769090,Loyalist
769121,"Potential Loyalist"
769211,Loyalist
769462,One-Hit-Wonder
769587,One-Hit-Wonder
769777,One-Hit-Wonder
769851,Loyalist
770066,One-Hit-Wonder
770288,Loyalist
770299,One-Hit-Wonder
770404,One-Hit-Wonder
770560,Loyalist
770856,"Potential Loyalist"
771127,One-Hit-Wonder
771158,One-Hit-Wonder
771291,One-Hit-Wonder
771348,Loyalist
771697,"Potential Loyalist"
771803,One-Hit-Wonder
771868,One-Hit-Wonder
771968,One-Hit-Wonder
772324,"Potential Loyalist"
772646,Loyalist
772732,One-Hit-Wonder
772817,One-Hit-Wonder
772975,Loyalist
773180,One-Hit-Wonder
773234,One-Hit-Wonder
773587,One-Hit-Wonder
773896,Loyalist
774165,Loyalist
774205,Loyalist
774483,Loyalist
774618,One-Hit-Wonder
774742,Loyalist
775116,One-Hit-Wonder
775223,Loyalist
775239,Loyalist
775588,Loyalist
775606,Loyalist
775966,Loyalist
776200,One-Hit-Wonder
776266,Loyalist
776308,One-Hit-Wonder
776341,"Potential Loyalist"
776422,One-Hit-Wonder
776431,One-Hit-Wonder
776865,One-Hit-Wonder
777143,"Potential Loyalist"
777144,Loyalist
777192,One-Hit-Wonder
777391,"Potential Loyalist"
777495,"Potential Loyalist"
777688,Loyalist
777813,"Potential Loyalist"
777904,One-Hit-Wonder
777994,One-Hit-Wonder
778127,Loyalist
778259,"Potential Loyalist"
778498,Loyalist
778574,One-Hit-Wonder
778636,Loyalist
779320,"Potential Loyalist"
779729,One-Hit-Wonder
780145,One-Hit-Wonder
780607,One-Hit-Wonder
780674,"Potential Loyalist"
780806,"Potential Loyalist"
780834,"Potential Loyalist"
780974,Loyalist
781667,"Potential Loyalist"
781703,"Potential Loyalist"
781865,One-Hit-Wonder
782107,Loyalist
782381,One-Hit-Wonder
782571,One-Hit-Wonder
782741,One-Hit-Wonder
783060,"Potential Loyalist"
783323,One-Hit-Wonder
783542,"Potential Loyalist"
783691,"Potential Loyalist"
784001,Loyalist
784075,One-Hit-Wonder
784276,Loyalist
784296,Loyalist
784331,"Potential Loyalist"
